category;title;tags;description;image;duration_txt;duration_sec;first_broadcast;synopsis_small;synopsis_medium;synopsis_large
Comedy;Comedy Threesomes - Fully Blown: 2. Twerking Stinks;BBC, iPlayer, TV, Comedy Threesomes, Fully Blown: 2. Twerking Stinks;Starz has a genius money-making idea, and Gap C has a bad hair day.;https://ichef.bbci.co.uk/images/ic/1200x675/p07n80g6.jpg;7 mins;392;14 Sep 2019;Starz has a genius money-making idea, and Gap C has a bad hair day.;Starz has a genius money-making idea, and Gap C has a bad hair day.;Starz has a genius money-making idea, and Gap C has a bad hair day.
Comedy;Porridge - Series 3: 2. Poetic Justice;BBC, iPlayer, TV, Porridge, Series 3: 2. Poetic Justice;Fletcher is incensed when a third cellmate arrives.;https://ichef.bbci.co.uk/images/ic/1200x675/p07dlrtc.jpg;29 mins;1737;25 Feb 1977;Fletcher is incensed when a third cellmate arrives.;Classic comedy series. Fletcher is incensed when a third cellmate arrives, and to add insult to injury, he turns out to be one of his old enemies.;Classic comedy series. Fletcher is incensed when his peace and quiet is disrupted by the arrival of a third cellmate. To add insult to injury, the screws are being extra polite to the newcomer and giving him all the cushy jobs. Fletcher is determined to discover the reason why.
Comedy;Mandy - Series 2: 1. The Unpleasantness at Brampton Hall;BBC, iPlayer, TV, Mandy, Series 2: 1. The Unpleasantness at Brampton Hall;Unpleasantness comes in many forms, but the unpleasantness at Brampton Hall is different.;https://ichef.bbci.co.uk/images/ic/1200x675/p0b7hkjt.jpg;15 mins;870;10pm 5 Jan 2022;Unpleasantness comes in many forms, but the unpleasantness at Brampton Hall is different.;Unpleasantness comes in many forms. Like when you pick up an apple from the fruit bowl and find the hidden side has decomposed. The unpleasantness at Brampton Hall is different.;Unpleasantness comes in many forms. Like when you pick up an apple from the fruit bowl and find the hidden side has decomposed. The unpleasantness at Brampton Hall is different. So forget we said that. Contains the worst kind of nudity.
Comedy;Miranda - Series 2: 6. The Perfect Christmas;BBC, iPlayer, TV, Miranda, Series 2: 6. The Perfect Christmas;Its Christmas and Miranda would like a relaxing and fun time without her parents.;https://ichef.bbci.co.uk/images/ic/1200x675/p01gz2t7.jpg;29 mins;1745;8:30pm 20 Dec 2010;It's Christmas and Miranda would like a relaxing and fun time without her parents.;Sitcom. Miranda and Stevie try to spend Christmas at the shop with Gary, Clive and Tilly, but a series of infuriating events lurk just around the corner.;It's Christmas and Miranda, for once, would like a relaxing and fun time without her parents.After Penny's Best Christmas Jumper Party on the 23rd of December (it's even more humiliating than it sounds) Miranda and Stevie try to spend Christmas at the shop with Gary, Clive and Tilly. What could possibly go wrong? Well, after the online present shopping doesn't arrive, the infuriating encounter at the post office (is there anything more annoying than a 'we tried to deliver but you were out' card?), a run-in with some carol singers and a couple of arguments with friends, maybe Christmas would be better with her family.
Comedy;Laugh Lessons - Series 1: 17. What Is Modern Art?;BBC, iPlayer, TV, Laugh Lessons, Series 1: 17. What Is Modern Art?;Ground-breaking, Gen-Z art students Billi and Séan teach us all about contemporary art.;https://ichef.bbci.co.uk/images/ic/1200x675/p09kyrlk.jpg;4 mins;217;17 Jun 2021;Ground-breaking, Gen-Z art students Billi and Séan teach us all about contemporary art.;No data found;Ground-breaking, Gen-Z art students Billi and Séan (pronounced See-En - NOT SHAUN! Goddammit) teach us all about contemporary art, how to survive within the contemporary art world and why their portfolio is totally next level in its representation of the current zeitgeist.
Comedy;Two Pints of Lager and a Packet of Crisps - Series 6: 2. Goblins;BBC, iPlayer, TV, Two Pints of Lager and a Packet of Crisps, Series 6: 2. Goblins;Janet gets a new job, but Donnas career is on the skids.;https://ichef.bbci.co.uk/images/ic/1200x675/p0692h7m.jpg;28 mins;1682;5 Mar 2006;Janet gets a new job, but Donna's career is on the skids.;Sitcom about the lives of five twenty-somethings. Janet gets a new job, but Donna's career is on the skids. Louise has a letter from her earth mother, but can't open it.;Sitcom about the lives and loves of five twenty-somethings in Runcorn. Janet gets a new job, but Donna's career is on the skids. Louise has a letter from her earth mother - but she can't open it. Jonny campaigns for baby changing facilities at the pub.
Comedy;The Young Offenders - Series 1: Episode 5;BBC, iPlayer, TV, The Young Offenders, Series 1: Episode 5;The lads come up with an ill-advised plan to raise some money to help Mairead out.;https://ichef.bbci.co.uk/images/ic/1200x675/p05zr57d.jpg;30 mins;1800;1 Mar 2018;The lads come up with an ill-advised plan to raise some money to help Mairead out.;Comedy following the adventures of two best friends. The lads come up with an ill-advised plan to raise some money to help Mairead out.;Conor and Jock have been instructed to take up unpaid part-time work experience at Mairead's side on the fish stall in the English Market, bringing them up close and personal with life in the real world. With Jock's extra mouth to feed in the McSweeney household, money is getting more and more tight, leaving the trio to come up with inventive and unsatisfying ways of making food last longer. Determined to help out Mairead financially, the lads start to think about ways they can come up with some extra cash. The freak local catch of a very expensive fish gives the two lads an idea, leading them on a dubious adventure involving breaking and entering, a hilarious struggle and a memorable trip through Cork with their ill-gotten gains.Meanwhile, Mairead and Sergeant Healy are in two minds about taking their friendship to the next level, while Mairead tries to give Healy some driving lessons.
Comedy;Mrs Brown's Boys - Series 2: 6. New Mammy;BBC, iPlayer, TV, Mrs Browns Boys, Series 2: 6. New Mammy;Agness attempts to build bridges come to an abrupt halt when Maria goes into labour.;https://ichef.bbci.co.uk/images/ic/1200x675/p07wrgm6.jpg;28 mins;1703;9:30pm 4 Feb 2012;Agnes's attempts to build bridges come to an abrupt halt when Maria goes into labour.;Comedy series. There is bickering aplenty in the Brown household, but Agnes's attempts to build bridges come to an abrupt halt when Maria goes into labour.;There is bickering aplenty in the Brown household, as Rory and Dino are on the rocks and Agnes and Betty rub each other up the wrong way. With Maria about to give birth, Cathy convinces Agnes to build bridges and invite Maria's mother Hillary out for dinner. However, the night comes to an abrupt end when Maria goes into labour. Can the family get Maria to the hospital in time?
Comedy;What We Do in the Shadows - Series 1: 3. Werewolf Feud;BBC, iPlayer, TV, What We Do in the Shadows, Series 1: 3. Werewolf Feud;The fragile truce between the vampires and Staten Islands werewolves is tested.;https://ichef.bbci.co.uk/images/ic/1200x675/p07brtcs.jpg;23 mins;1377;9:45pm 26 May 2019;The fragile truce between the vampires and Staten Island's werewolves is tested.;The fragile truce between the vampires and Staten Island's werewolves is tested, and Colin Robinson finds romance with a new co-worker.;A documentary-style look into the daily (or rather, nightly) lives of four vampires who have “lived” together for hundreds of years. In Staten Island.The fragile truce between the vampires and Staten Island's werewolves is tested, and Colin Robinson finds romance with a new co-worker.
Comedy;Cheaters - Series 1: Episode 6;BBC, iPlayer, TV, Cheaters, Series 1: Episode 6;Josh goes to see Fola, intent on ending things, but they end up sleeping together.;https://ichef.bbci.co.uk/images/ic/1200x675/p0blgp9l.jpg;11 mins;646;8 Feb 2022;Josh goes to see Fola, intent on ending things, but they end up sleeping together.;Josh goes to see Fola, intent on ending things, but despite their best intentions, they end up sleeping together for a second time.;Josh goes to see Fola, intent on ending things, but despite their best intentions, they end up sleeping together for a second time. Meanwhile, Zack leaves work early to surprise Fola with his Viagra, only to overhear Fola and Josh having sex.
Comedy;The Fresh Prince of Bel-Air - Series 4: 26. The Philadelphia Story;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 4: 26. The Philadelphia Story;Will and the Banks family pay a visit to his old neighbourhood in Philadelphia.;https://ichef.bbci.co.uk/images/ic/1200x675/p090r0xf.jpg;22 mins;1294;4 Jan 2021;Will and the Banks family pay a visit to his old neighbourhood in Philadelphia.;Will and the Banks family pay a visit to his old neighbourhood in Philadelphia.;No data found
Comedy;The Fresh Prince of Bel-Air - Series 1: 22. Bank Shots;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 1: 22. Bank Shots;Will almost loses the family Mercedes to a pool hustler.;https://ichef.bbci.co.uk/images/ic/1200x675/p08z9z32.jpg;23 mins;1372;1 Jan 2021;Will almost loses the family Mercedes to a pool hustler.;Will gets hustled in a pool hall and almost loses the family Mercedes.;Will gets hustled in a pool hall and almost loses the family Mercedes, but Philip comes to his rescue, outhustling the hustlers.
Comedy;Better Things - Series 1: 10. Only Women Bleed;BBC, iPlayer, TV, Better Things, Series 1: 10. Only Women Bleed;Sam thinks she can finally get some time for herself.;https://ichef.bbci.co.uk/images/ic/1200x675/p06x0j31.jpg;25 mins;1473;10 Jan 2019;Sam thinks she can finally get some time for herself.;"Sam thinks she can finally get some time for herself but gets a call from Frankie's school asking her to collect her. It appears that Frankie has some ""issues"".";"Sam thinks she can finally get some time for herself but gets a call from Frankie's school asking her to collect her. It appears that Frankie has some ""issues""."
Comedy;Still Open All Hours - Series 5: Episode 7;BBC, iPlayer, TV, Still Open All Hours, Series 5: Episode 7;Madge and Mavis discuss whether to invite Gastric for Christmas dinner.;https://ichef.bbci.co.uk/images/ic/1200x675/p06wfn7n.jpg;29 mins;1759;6:50pm 23 Dec 2018;Madge and Mavis discuss whether to invite Gastric for Christmas dinner.;Sitcom. At Christmas, Granville must persuade his regulars to buy some mistletoe mince pies. Madge and Mavis discuss whether to invite Gastric for Christmas dinner.;It's Christmas in the nation's favourite corner shop, and Granville has a large consignment of mistletoe mince pies to shift, but how can he persuade his regulars to buy them? Eric and Cyril refuse to be taken in by the wily grocer's promises of romantic enhancement in every box - but have they been too hasty, could the pies actually work?Meanwhile, the Black Widow decides she's taking Mr Newbold Christmas shopping, Madge and Mavis discuss whether to invite Gastric for Christmas dinner, and Leroy tries to enlist Ruby's help to stop Beth seeing Gerald, but nearly blows it with a chance encounter at the allotment.Back in the Community Hall, everyone gets in the festive spirit by arranging a surprise anniversary party for Annie and George Thompson, who are celebrating 50 Christmases together - but just where are the happy couple?
Comedy;Would I Lie to You? - Series 15: Episode 1;BBC, iPlayer, TV, Would I Lie to You?, Series 15: Episode 1;With guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.;https://ichef.bbci.co.uk/images/ic/1200x675/p0bcrthn.jpg;29 mins;1736;8:30pm 7 Jan 2022;With guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.;Sorting the fact from fiction this week are guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.;Rob Brydon is back in the host’s chair for the award-winning comedy panel show, with Lee Mack and David Mitchell returning as team captains. Sorting the fact from fiction this week are guests John Cooper Clarke, Judi Love, Chris McCausland and Caroline Quentin.
Comedy;Still Game - Series 3: 6. Aff;BBC, iPlayer, TV, Still Game, Series 3: 6. Aff;Victor feigns illness to get some sympathy, and the future looks bleak for Winstons foot.;https://ichef.bbci.co.uk/images/ic/1200x675/p08d5tyf.jpg;29 mins;1739;9:30pm 11 Jun 2004;Victor feigns illness to get some sympathy, and the future looks bleak for Winston's foot.;Scottish sitcom. Victor feigns illness to get some long distance sympathy, but may come to regret crying wolf. Meanwhile, the future looks bleak for Winston's foot.;No data found
Comedy;The Cleaner - Series 1: 5. The Influencer;BBC, iPlayer, TV, The Cleaner, Series 1: 5. The Influencer;Wicky visits an influencer with millions of followers and an obsession with the 1980s.;https://ichef.bbci.co.uk/images/ic/1200x675/p09tnpnv.jpg;29 mins;1744;10 Sep 2021;Wicky visits an influencer with millions of followers and an obsession with the 1980s.;Wicky visits a social media influencer with millions of followers and an unhealthy obsession with the 1980s.;Wicky attends the home of ‘Home Alone Hosea’, a 23-year-old social media influencer with millions of followers and an unhealthy obsession with the 1980s. Wicky is amazed to be surrounded by the relics of his childhood, one of which, a dangerously malfunctioning arcade machine, has recently electrocuted a repairman. Wicky does his usual professional job of clearing up the mess, but Hosea is furious: the electrician’s gory remains were perfect viral content, and Hosea was planning a livestream from the scene of the accident. As they look for a way out of this cleaned-up mess, their generation gap becomes ever more obvious.
Comedy;15 Storeys High - Series 1: 6. Dead Swan;BBC, iPlayer, TV, 15 Storeys High, Series 1: 6. Dead Swan;Vince is accused of a crime that could have him facing jail.;https://ichef.bbci.co.uk/images/ic/1200x675/p09tpbp2.jpg;29 mins;1755;12 Dec 2002;Vince is accused of a crime that could have him facing jail.;Vince is accused of a crime that could have him facing jail, but an archaic legal loophole means he might get off. Errol is suffering from a bout of vertigo.;No data found
Comedy;Him & Her - The Wedding: 3. The Ceremony;BBC, iPlayer, TV, Him & Her, The Wedding: 3. The Ceremony;Its the moment Laura has been waiting for, but she must deal with a shocking revelation.;https://ichef.bbci.co.uk/images/ic/1200x675/p01my0mg.jpg;29 mins;1735;10pm 5 Dec 2013;It's the moment Laura has been waiting for, but she must deal with a shocking revelation.;Comedy series about the lives of a young couple. It's the moment Laura's been waiting for: her wedding. As the ceremony unfolds, Laura deals with a shocking revelation.;No data found
Comedy;Sunny D - 2. D Is for Desire;BBC, iPlayer, TV, Sunny D, 2. D Is for Desire;Dane is having trouble at work thanks to his new boss, the ferocious, flirtatious Kerry.;https://ichef.bbci.co.uk/images/ic/1200x675/p04g9wkg.jpg;22 mins;1320;20 Nov 2016;Dane is having trouble at work thanks to his new boss, the ferocious, flirtatious Kerry.;Sitcom. With Dane finding himself engaged, the pressure is on for him to leave the parental home and start a new life with Nicola.;With Dane finding himself engaged, the pressure is on for him to leave the parental home and start a new life with Nicola. Dane will need to save a fortune if he is ever going to find a habitable place to rent, but his office life is getting worse and worse thanks to his new boss, the ferocious, flirtatious Kerry. When Nicola catches him in a compromising position with Kerry, she is furious at his lack of courage and arranges a night of revenge by heading out on the town with her two flatmates and Kadean. Dane is left to fantasise about worst-case scenarios, both at home and in the office, as his life goes from bad to worse.
Comedy;This Time with Alan Partridge - Series 2: Episode 1;BBC, iPlayer, TV, This Time with Alan Partridge, Series 2: Episode 1;With changes behind the scenes, could Alans position on This Time be in jeopardy?;https://ichef.bbci.co.uk/images/ic/1200x675/p09fb1b9.jpg;29 mins;1754;9:30pm 30 Apr 2021;With changes behind the scenes, could Alan's position on This Time be in jeopardy?;Now the main man on BBC magazine show This Time, Alan Partridge is thrillingly in his depth. But with changes behind the scenes, could his position be in jeopardy?;No data found
Comedy;Cheaters - Series 1: Episode 7;BBC, iPlayer, TV, Cheaters, Series 1: Episode 7;Zack tries to process what he witnessed the night before.;https://ichef.bbci.co.uk/images/ic/1200x675/p0blgpml.jpg;9 mins;558;8 Feb 2022;Zack tries to process what he witnessed the night before.;As Zack tries to process what he witnessed the night before, Josh and Fola try to agree the rules for their clandestine relationship.;As Zack tries to process what he witnessed the night before, Josh and Fola try to agree the rules for their clandestine relationship, only for Josh to unknowingly break them straight away. Meanwhile, Esther is planning her ten-year school reunion and is excited to catch up with some long-lost friends.
Comedy;The Catherine Tate Show - Series 1: Episode 3;BBC, iPlayer, TV, The Catherine Tate Show, Series 1: Episode 3;Meet the Doncaster Spinners ageing majorette, the manipulative nan and an enigmatic cop.;https://ichef.bbci.co.uk/images/ic/1200x675/p02jppv1.jpg;29 mins;1735;10pm 1 Mar 2004;Meet the Doncaster Spinners' ageing majorette, the manipulative nan and an enigmatic cop.;Meet the Doncaster Spinners' ageing majorette, the manipulative nan and the enigmatic cop.;No data found
Comedy;Gavin & Stacey - Series 3: Episode 5;BBC, iPlayer, TV, Gavin & Stacey, Series 3: Episode 5;The Essex contingent arrives for a sunny day at the beach, and Gavin has a heart-to-heart.;https://ichef.bbci.co.uk/images/ic/1200x675/p089sfrv.jpg;30 mins;1800;10pm 25 Dec 2009;The Essex contingent arrives for a sunny day at the beach, and Gavin has a heart-to-heart.;Comedy. The Essex contingent arrives for a sunny day at the beach, Gavin's heart-to-heart with his dad gives him something to think about, and a dark cloud looms on the horizon.;It is Bank Holiday Monday, and the Essex contingent arrives for a sunny day out at the beach even Doris gets her sun dress on. Gavin's heart-to-heart with his dad gives him something more to think about, and a dark cloud looms on the horizon when Dave arrives to find Nessa and Smithy enjoying all the fun of the fair.
Comedy;Two Pints of Lager and a Packet of Crisps - Series 5: 6. Antlers;BBC, iPlayer, TV, Two Pints of Lager and a Packet of Crisps, Series 5: 6. Antlers;Gaz gets into trouble when his plans for Jonnys stag night go seriously wrong.;https://ichef.bbci.co.uk/images/ic/1200x675/p01g4n5g.jpg;28 mins;1665;8 Feb 2005;Gaz gets into trouble when his plans for Jonny's stag night go seriously wrong.;Sitcom about the lives of five twenty-somethings. Gaz's plans for Jonny's stag night go seriously wrong. Louise tries to make Janet's hen party into the wildest ever.;Sitcom about the lives and loves of five twenty-somethings in Runcorn. Gaz gets into trouble when his plans for Jonny's stag night go seriously wrong. Louise tries to make Janet's hen party into the wildest ever.
Comedy;The Fresh Prince of Bel-Air - Series 4: 8. Blood Is Thicker Than Mud;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 4: 8. Blood Is Thicker Than Mud;Will and Carlton are given humiliating fraternity initiation tasks.;https://ichef.bbci.co.uk/images/ic/1200x675/p090qy0b.jpg;21 mins;1238;4 Jan 2021;Will and Carlton are given humiliating fraternity initiation tasks.;Will and Carlton are given humiliating tasks as part of their initiation into a college fraternity.;Will and Carlton are given humiliating tasks as part of their initiation into a college fraternity, but the fraternity president has a personal prejudice against Carlton and his rich family.
Comedy;The Vicar of Dibley - Christmas Specials 2006: 2. The Vicar in White;BBC, iPlayer, TV, The Vicar of Dibley, Christmas Specials 2006: 2. The Vicar in White;At last the Vicar will attend a wedding in a dress, not a dog collar. Or will she?;https://ichef.bbci.co.uk/images/ic/1200x675/p08vcyzp.jpg;55 mins;3313;9:30pm 1 Jan 2007;At last the Vicar will attend a wedding in a dress, not a dog collar. Or will she?;Sitcom. At last the Vicar will attend a wedding in a dress, not a dog collar. Or will she? The Vicar chosen for the service seems a bit too fond of Geraldine.;Sitcom. At last the Vicar will attend a wedding in a dress, not a dog collar. Or will she? Unfortunately the vicar Geraldine has chosen for the service seems a bit too fond of her. And the villagers have waited till now to suggest their worst two ideas ever - a sky-diving wedding and something far, far worse.
Comedy;Not Going Out - Series 8: 3. Car;BBC, iPlayer, TV, Not Going Out, Series 8: 3. Car;Lees hopes for a stress-free ferry trip to France with Lucy and the children are dashed.;https://ichef.bbci.co.uk/images/ic/1200x675/p04qj5sf.jpg;27 mins;1637;9pm 3 Feb 2017;Lee's hopes for a stress-free ferry trip to France with Lucy and the children are dashed.;Sitcom. Lee's hopes for a stress-free ferry trip to France with Lucy and the children are dashed when they don't leave enough time for the car journey.;No data found
Comedy;The Fresh Prince of Bel-Air - Series 3: 16. A Bundle of Joy;BBC, iPlayer, TV, The Fresh Prince of Bel-Air, Series 3: 16. A Bundle of Joy;The family fantasise about what life will be like once Vivian gives birth to the new baby.;https://ichef.bbci.co.uk/images/ic/1200x675/p0909pfs.jpg;20 mins;1191;3 Jan 2021;The family fantasise about what life will be like once Vivian gives birth to the new baby.;Each member of the Banks family fantasises about what life will be like once Vivian gives birth to the new baby.;Each member of the Banks family fantasises about what life will be like once Vivian gives birth to the new baby.
Comedy;Jerk - Series 1: Episode 1;BBC, iPlayer, TV, Jerk, Series 1: Episode 1;Tims attempts to find a job dont go to plan after he assumes hes filling a quota.;https://ichef.bbci.co.uk/images/ic/1200x675/p07km7n9.jpg;23 mins;1383;24 Feb 2019;Tim's attempts to find a job don't go to plan after he assumes he's filling a quota.;Tim somehow manages to land a job at greetings card company Anarchy Hamster. Assuming that he is only there to fill a quota, Tim takes full advantage of his 'unsackable' status.;To the astonishment of recruitment agent Idris and carer Ruth, Tim somehow manages to land a job at self-consciously cool greetings card company Anarchy Hamster. Assuming that he is only there to fill a quota, Tim takes full advantage of his 'unsackable' status, only to learn that he, of all people, should know better than to assume.
Comedy;Two Pints of Lager and a Packet of Crisps - Series 4: 6. Mate Date;BBC, iPlayer, TV, Two Pints of Lager and a Packet of Crisps, Series 4: 6. Mate Date;Sitcom. Gaz goes on a quest to split Jonny and Kate. Janet gets a new boss from hell.;https://ichef.bbci.co.uk/images/ic/1200x675/p0693htp.jpg;28 mins;1672;21 Mar 2004;Sitcom. Gaz goes on a quest to split Jonny and Kate. Janet gets a new boss from hell.;Sitcom about the lives and loves of five twentysomethings. Gaz goes on a quest to split Jonny and Kate. Jonny gets an ultimatum and Janet gets a new boss from hell.;Sitcom about the lives and loves of five twentysomethings. Gaz goes on a quest to split Jonny and Kate. Jonny gets an ultimatum - dump his friends or be dumped. Janet gets a new boss from hell.
Comedy;Keeping Up Appearances - Series 2: 2. Driving Mrs Fortescue;BBC, iPlayer, TV, Keeping Up Appearances, Series 2: 2. Driving Mrs Fortescue;Hyacinth recieves a phone call from Mrs Fortescue asking for a lift into town.;https://ichef.bbci.co.uk/images/ic/1200x675/p0b3kks7.jpg;29 mins;1766;7:15pm 8 Sep 1991;Hyacinth recieves a phone call from Mrs Fortescue asking for a lift into town.;Sitcom. After listening to Emmet's piano playing from her garden, Hyacinth recieves a phone call from Mrs Fortescue asking for a lift into town.;After listening to Emmet's piano playing from her garden, stopping a passer-by to listen with her and rebuking Liz for collecting milk in her dressing gown, Hyacinth recieves a phone call from Mrs Fortescue asking for a lift into town.
Comedy;King Gary - Series 2: Episode 1;BBC, iPlayer, TV, King Gary, Series 2: Episode 1;Gary has hired a skip. And it’s not long before someone starts taking liberties.;https://ichef.bbci.co.uk/images/ic/1200x675/p09q08mn.jpg;29 mins;1752;9:30pm 30 Jul 2021;Gary has hired a skip. And it’s not long before someone starts taking liberties.;The Kings are back and it’s a momentous day in Butterchurn Crescent, Gary has hired a skip. And Gary’s skip is everybody’s skip - until somebody starts taking liberties.;No data found
Comedy;Would I Lie to You? - Series 14: Episode 2;BBC, iPlayer, TV, Would I Lie to You?, Series 14: Episode 2;With Stephen Hendry, Laura Whitmore, Chris McCausland and Maisie Adam.;https://ichef.bbci.co.uk/images/ic/1200x675/p093crgx.jpg;29 mins;1735;9pm 15 Jan 2021;With Stephen Hendry, Laura Whitmore, Chris McCausland and Maisie Adam.;Joining Rob Brydon, Lee Mack and David Mitchell for this week’s tall tales are guests Stephen Hendry, Laura Whitmore, Chris McCausland and Maisie Adam.;A stellar cast of celebrity guests reveal extraordinary stories about themselves. But are they telling the truth, or are they making it all up? Joining Rob Brydon, Lee Mack and David Mitchell for this week’s tall tales are guests Stephen Hendry, Laura Whitmore, Chris McCausland and Maisie Adam.
Comedy;Still Game - Series 3: 1. Hoaliday;BBC, iPlayer, TV, Still Game, Series 3: 1. Hoaliday;Jack and Victor go to Canada to visit Jacks daughter. But will both of them come home?;https://ichef.bbci.co.uk/images/ic/1200x675/p08d5sqz.jpg;29 mins;1742;9pm 7 May 2004;Jack and Victor go to Canada to visit Jack's daughter. But will both of them come home?;Scottish sitcom featuring characters from the comedy series Chewin' the Fat. Jack and Victor travel to Canada to visit Jack's daughter. But will both of them come home?;No data found
Comedy;Lagging - Series 1: 6. Car Boot;BBC, iPlayer, TV, Lagging, Series 1: 6. Car Boot;Sol sells his old toys at a car boot sale, but can’t bear to part with any of them.;https://ichef.bbci.co.uk/images/ic/1200x675/p09q4g1v.jpg;24 mins;1458;20 Jul 2021;Sol sells his old toys at a car boot sale, but can’t bear to part with any of them.;Sol and Mo sell old toys at a car boot sale, but Sol can’t bear to let go any item from his past. Meanwhile, Ray visits Cedric’s annoying uncle’s computer repair shop after his computer breaks.;No data found
Comedy;This Beautiful Fantastic;BBC, iPlayer, TV, This Beautiful Fantastic;Bella (Jessica Brown Findlay) is threatened with eviction unless she tends to her garden.;https://ichef.bbci.co.uk/images/ic/1200x675/p08hz40p.jpg;86 mins;5189;2016;Bella (Jessica Brown Findlay) is threatened with eviction unless she tends to her garden.;Comedy drama. When a reclusive young woman is threatened with eviction unless she gives her garden a makeover, she sets to work, watched by her curmudgeonly neighbour.;When Bella Brown, a reclusive young woman, is threatened with eviction unless she gives her garden a makeover, she sets to work, watched by her scornful and curmudgeonly next-door neighbour, Alfie.
Comedy;Yes, Prime Minister - Series 1: 8. One of Us;BBC, iPlayer, TV, Yes, Prime Minister, Series 1: 8. One of Us;The late former head of MI5 is confirmed as a Russian spy who was cleared by Sir Humphrey.;https://ichef.bbci.co.uk/images/ic/1200x675/p0blqts5.jpg;30 mins;1800;9pm 27 Feb 1986;The late former head of MI5 is confirmed as a Russian spy who was cleared by Sir Humphrey.;Classic comedy in which minister Jim Hacker finds himself transported to Number 10. The papers of a recently deceased head of MI5 show that he was once spying for Russia.;The papers of a recently deceased head of MI5 show that he was, at one stage, spying for Russia. Worse still, he was investigated and cleared by an internal Civil Service Committee of Enquiry headed by Sir Humphrey Appleby.
Comedy;Two Doors Down - Series 4: 2. Willie's Wake;BBC, iPlayer, TV, Two Doors Down, Series 4: 2. Willies Wake;Cathy tries to turn Colins dads wake into a party.;https://ichef.bbci.co.uk/images/ic/1200x675/p06xm8j9.jpg;29 mins;1736;10pm 14 Jan 2019;Cathy tries to turn Colin's dad's wake into a party.;Sitcom. After an emotional funeral for his dad, Colin and Cathy have the neighbours round but understandably Colin is not his usual upbeat self.;After an emotional funeral for his dad, Colin and Cathy have the neighbours round but understandably Colin is not his usual upbeat self.Christine was not impressed with the service or the priest and, as usual, is not backward about coming forward with her opinions on the whole affair. And as Beth, Eric and Ian try to make their excuses to leave early, Cathy manages to foil their escape by inviting more of the neighbours in.As the drink flows with Cathy's encouragement, Colin reminisces about the late departed Willie and encourages his neighbours to do the same. But as the guests look on - brandy glasses in hand - Cathy tries to turn the solemn occasion into a party, complete with wildly inappropriate music and games.
Comedy;Toast of London - Series 2: Episode 5;BBC, iPlayer, TV, Toast of London, Series 2: Episode 5;Jane promises Toast a major role in a big budget movie to be shot in Britain.;https://ichef.bbci.co.uk/images/ic/1200x675/p0b51p8k.jpg;23 mins;1394;2014;Jane promises Toast a major role in a big budget movie to be shot in Britain.;When Jane promises Toast a major role in a big budget movie to be shot in Britain, he is hugely excited.;No data found
Comedy;People Just Do Nothing - Series 3: 2. Record Deal;BBC, iPlayer, TV, People Just Do Nothing, Series 3: 2. Record Deal;Kurupt FM attempt to get a record deal.;https://ichef.bbci.co.uk/images/ic/1200x675/p045q6qv.jpg;29 mins;1715;24 Aug 2016;Kurupt FM attempt to get a record deal.;Comedy. Kurupt FM attempt to get a record deal. In need of a pay rise to pay for the upcoming wedding, Miche needs to pass a hairdressing test.;With Chabuddy G as their music mogul manager, Kurupt FM attempt to get a record deal. In need of a pay rise to pay for the upcoming wedding, Miche needs to pass a hairdressing test and decides to enlist the help of Steves as her hair model. Beats attends an expectant parents course.
Comedy;Dave - Series 1: 1. The Gander;BBC, iPlayer, TV, Dave, Series 1: 1. The Gander;A neurotic mid-20s suburbanite is convinced he is destined to be a great rap star.;https://ichef.bbci.co.uk/images/ic/1200x675/p08cfdyg.jpg;30 mins;1827;10pm 10 May 2020;A neurotic mid-20s suburbanite is convinced he is destined to be a great rap star.;A neurotic mid-20s suburbanite is convinced he is destined to be one of the greatest rap stars ever.;A neurotic mid-20s suburbanite is convinced he is destined to be one of the greatest rap stars ever. While hanging around the rap music studio where his friend works, Dave meets fellow hanger-on GaTa. GaTa attempts to teach Dave the social dynamics of the rap world and promises to help him score a guest verse from YG, who is recording in the studio for one of his songs.
Comedy;Starstruck - Series 1: Episode 6;BBC, iPlayer, TV, Starstruck, Series 1: Episode 6;A farewell Christmas dinner for Jessie is interrupted by Tom.;https://ichef.bbci.co.uk/images/ic/1200x675/p09ffthz.jpg;23 mins;1375;25 Apr 2021;A farewell Christmas dinner for Jessie is interrupted by Tom.;A farewell Christmas dinner for Jessie is interrupted by Tom, but any hopes of reconciliation are thrown off-course by an encounter with a weed brownie.;No data found
