book_a;book_b;count
0767912233;0385484518;3
067697175X;0452282152;3
0553377868;0142001740;3
0553106643;0345337662;3
067697175X;0749395990;3
067697175X;0671021001;3
0553377868;0316776963;3
0553106643;0345386108;3
0553106643;034539657X;3
076790592X;0345361792;3
0679405283;0679454470;3
0679405283;0743206029;3
0679405283;0679781587;3
0679405283;0679454489;3
0679405283;0452279178;3
0679405283;0670844527;3
0679412956;0373484224;3
0452282128;0743418174;3
0679412956;0385482388;3
0679412956;0385505833;3
0312978367;0446667900;3
0552998486;0552137030;3
0312978367;0446602620;3
0679412956;0385472951;3
0552998486;0552996181;3
0312978367;0425182908;3
0312978367;0312982518;3
0553375407;0553289691;3
0679412956;034538475X;3
0425167720;0446672211;3
0676973655;0679781587;3
0553375407;0684874350;3
0553375407;0743418174;3
076790592X;0156027321;3
076790592X;0316569321;3
0553375407;0679781587;3
0553375407;0671041789;3
0425167720;0679781587;3
0671027646;0842329250;3
0441005241;0515131229;3
0385421982;0446605239;3
0385421982;0440234743;3
0385421982;0446605409;3
0671894455;0345370775;3
0671894455;0345337662;3
0671894455;0316666343;3
0671027646;0842329218;3
0767914767;0446604801;3
0553377876;0140298479;3
0671027646;084233226X;3
0553377876;0060502258;3
0553148001;0553289411;3
0671894455;055321313X;3
0767914767;0060916508;3
0767914767;0446391301;3
0767913000;0670880728;3
0671894455;0440221471;3
0671894455;0440211727;3
0767914767;038079487X;3
0767914767;0380820293;3
0767914767;0385335881;3
0671894455;0345439104;3
0553148001;0609610597;3
0349101779;0345313860;3
0671894455;0446607657;3
0767914767;0316776963;3
0767914767;0312976275;3
0671894455;044022165X;3
0767914767;0446612545;3
0670805149;0679751521;3
0441005489;0439064864;3
0441005489;055321313X;3
0441005489;0439136350;3
0441005489;043935806X;3
0767912233;0671003755;3
0452281784;0553279912;3
0767912233;0743418174;3
0452281784;0446310786;3
0452281784;0446672211;3
0767912233;0452282152;3
0452281881;0060987103;3
0452281881;0060938455;3
0553106643;0451142934;3
0452281881;0140293248;3
0452281881;0316601950;3
0452281784;0743418174;3
0452281784;0767905180;3
0452281784;067976402X;3
0452281784;0060987529;3
0767913000;0385505833;3
0767913000;0385335830;3
0767913000;0380818973;3
0452281784;0060987103;3
055327886X;0316666343;3
0671027646;055321313X;3
0767913000;0345453387;3
0767913000;0373250134;3
0767913000;0439139600;3
0671027646;0446608955;3
0767913000;014028009X;3
0380721643;0156027321;3
0767902890;0871136791;3
0439425220;0060987103;3
0767903382;0060934417;3
0767903382;0060987103;3
0767902890;0679734775;3
0767902890;0679735909;3
0767902890;0679744398;3
0345452534;0385504209;3
0767902890;0684801523;3
0345452534;0399148639;3
0767902890;0684867621;3
0345452534;0385503822;3
0767902890;0786881852;3
0345452534;0446530387;3
0439425220;0312976275;3
0380721643;0061000043;3
0439404371;0842329242;3
0552147680;0971880107;3
0767903382;0140293248;3
0767903382;0375726403;3
0767902890;0451156609;3
0767902890;0446613266;3
0312982518;0060977337;3
034545104X;0743227441;3
0312982518;0060502258;3
0439404371;0804114986;3
0440967694;067976402X;3
0312982518;0345378482;3
0312982518;0316666343;3
0440967694;080410526X;3
0312982518;0312978367;3
0312982518;0142002267;3
0439425220;0375760911;3
0380721643;0345361792;3
0439425220;0385504209;3
0767903579;0385722435;3
0439404371;0679426159;3
038072118X;0553280368;3
038072118X;0553279912;3
0767903579;0375726403;3
0767903579;0375727345;3
0439404371;0671038184;3
0385413041;0375706771;3
0767903579;0385504209;3
0439404371;059035342X;3
0767903382;0743418174;3
0767903579;0316780375;3
0767903382;0805063897;3
0385413041;0316666343;3
0767903579;0151008116;3
0767903579;0312278586;3
0385413041;0312195516;3
0679430946;0679721886;3
0440967694;0345353145;3
0380721643;0684874350;3
0440967694;0316666343;3
0440111498;0679781587;3
0440967694;0345370805;3
0440967694;0345370775;3
0552145424;0060934719;3
0552145424;0552134619;3
0552145424;0552134627;3
0552145424;0552134651;3
0552145424;0552137030;3
0552145424;0552140287;3
0440967694;014028009X;3
0679430946;0142000205;3
0440967694;0451169530;3
0440967694;0451184963;3
0312982518;0515132020;3
0312982518;0679742298;3
0552147680;0552134627;3
0552147680;0552131067;3
0345450892;0767905180;3
034545104X;043935806X;3
0440111498;0345370775;3
0345450728;0671027581;3
0440111498;0345361792;3
0440111498;0345313860;3
0440111498;014023313X;3
0345450892;0312422156;3
0440111498;0446394521;3
0345450728;0446611867;3
0440111498;0385504209;3
0440108268;1558744150;3
0679430946;0385504209;3
0345450892;0385510438;3
0679419462;044021145X;3
0679419462;0440221471;3
0345453387;0609804138;3
0345453387;0679751602;3
0679419462;0451172817;3
0552996181;0312278586;3
0679419462;0345423402;3
0679419462;0316666343;3
0552998001;0156001314;3
0425167720;0312990456;3
0679419462;0345427637;3
0425167720;0312195516;3
0552998001;0060958022;3
0312979096;0399150439;3
0312979096;0399149155;3
0312979096;0316143464;3
0312979096;0375702709;3
0552996181;0156711427;3
0552996181;0061097861;3
0552996181;0375703861;3
0679419462;0670858692;3
0552996181;0380778556;3
0552996181;0552998486;3
0679419462;0452282829;3
0679419462;0679444815;3
0767905202;0671003755;3
0552998486;0375703861;3
0552998486;0385722192;3
0767905202;0451176464;3
0767905202;080213825X;3
0767903579;0786885688;3
0552998486;0440206154;3
0345452569;034541389X;3
0345452569;0345413881;3
0552998001;038572179X;3
0552998001;0749397543;3
0312979479;0671510053;3
0385418493;0312195516;3
0312979479;0679742298;3
0767903579;0679439382;3
0345452569;0345413903;3
0312979479;0767900383;3
0385418493;0060987103;3
038072118X;044022165X;3
0385413041;059035342X;3
038072118X;0440213525;3
038072118X;0439064872;3
0767903862;0142001430;3
0767903862;0385486804;3
0767903862;0553572997;3
076790382X;0316284955;3
0312979479;0374199698;3
0515119784;0312966091;3
0312979479;0446365386;3
0552996009;0553280368;3
076790382X;0060934417;3
0345452569;0446672211;3
076790382X;0060920084;3
076790382X;0743418174;3
076790382X;0767905180;3
076790382X;0679746048;3
076790382X;1558743669;3
0312979479;044023722X;3
0312979479;0399501487;3
0525945210;0064407667;3
0515118559;0671027573;3
0515118656;0312966970;3
0515118656;0375502238;3
0515118656;0373484003;3
0515118656;0373483503;3
0515118656;0345443284;3
0385324057;1558744150;3
0515118656;0316666343;3
0425161722;0440224764;3
0425161722;044022165X;3
0345423135;1400031354;3
0515118559;051513287X;3
0525945210;0312291639;3
0525945210;0316096199;3
0440236819;0156027321;3
0525945210;0312305060;3
0440236819;0375706771;3
0440236819;0140293248;3
0515118559;0515130389;3
0515118559;0515128554;3
0515118559;051511779X;3
0515118559;0515121843;3
0515118559;0440404193;3
0515118559;0373484224;3
0425161722;0451172817;3
0515118559;0440111811;3
0515119644;0446609404;3
0385324057;0061009059;3
0345423097;0385318782;3
0345423097;0385319207;3
0515119644;0440225701;3
0515119644;0446605484;3
0345423097;0312966970;3
0345423097;0316666343;3
0385324057;0060928336;3
0345423097;0440222656;3
0345423097;0446672211;3
0345423097;0446610038;3
0345423097;0440226430;3
0345423097;0446310786;3
0679731725;015100692X;3
0345422589;034538475X;3
0679731725;014131088X;3
0679731725;0140179836;3
0316693286;0316693006;3
0316693286;0316693235;3
0316693286;0316690619;3
0743422910;0440212561;3
0743422910;0440215625;3
0743422910;044022425X;3
0345422589;059035342X;3
0316693286;0316693294;3
0385324057;0345438329;3
0515118656;0553280368;3
0385324057;0446310786;3
0515118656;0679781587;3
0345423135;0451163966;3
0345423135;0553572997;3
0425161722;0425171396;3
0345423135;0452282152;3
0345423135;0345366239;3
0425161722;0385504209;3
0440236991;0061009059;3
0440236991;0064407667;3
0440236991;0064407675;3
0345423615;0441569595;3
0670894184;0971880107;3
0345423615;0440215625;3
0440236991;0312195516;3
0385333412;0767905180;3
0345423615;0439064864;3
0380753006;0441009239;3
0679723110;1592400876;3
0345423615;0425119653;3
0440204887;0393319296;3
0440236991;0345417623;3
038533348X;0345342968;3
0440236991;0373243790;3
0440204887;043935806X;3
0345423615;0446610038;3
0440204887;0439139597;3
0679723110;0802132758;3
0440204887;0439064872;3
0385333412;0385265700;3
0345423615;0156027321;3
0345423615;0312195516;3
0440204887;0553277472;3
0380753006;0451156609;3
0380753006;0451153553;3
0345423615;0316666343;3
0440204887;0517149257;3
0380753006;0515120618;3
0380753006;0446610399;3
0345423615;0345337662;3
0385333412;0385498802;3
0440236819;0786881852;3
0440236991;0446610038;3
0440236991;0446607207;3
0440236991;0446608955;3
0385334036;014028009X;3
0440204887;0060938455;3
0345424719;0142001740;3
0345424719;0151008116;3
0380753006;0312995423;3
0515111279;1558531025;3
0679723110;0449212602;3
0345424719;0060915544;3
0316678104;1400031346;3
0385334036;0312195516;3
0380753006;0312966970;3
0316678104;1400031354;3
0316678104;0894805770;3
0316678104;0804114986;3
0679723110;0440998050;3
0385334036;0375726403;3
0316678104;068484477X;3
0385334036;0375727345;3
0515111279;0671011367;3
0345424719;0345389964;3
0316678104;1558745157;3
0316678104;067976402X;3
0316678104;0743237188;3
0380753006;0312966091;3
0385334036;0316569321;3
0670894184;0385504209;3
0385334036;0316666343;3
0670894184;0446519138;3
0670894184;0452282152;3
0385334036;0060987529;3
0679723110;0452269571;3
0679723110;0451526341;3
052594527X;014100018X;3
0679723110;0553572997;3
0440204887;0345337662;3
0440204887;0345313860;3
0440236819;0440207622;3
0440236819;0440222656;3
0440236819;0440235596;3
0440236819;044023669X;3
0679724362;0743418204;3
0425161722;0671041789;3
0385333412;0060928336;3
0385333412;0312195516;3
0679724362;0312195516;3
0515111279;059035342X;3
0679735666;0679735909;3
0743417682;044023722X;3
0316735027;0316782262;3
0316735027;0316693200;3
0743417682;0451156609;3
0316735027;0151008116;3
067091021X;059035342X;3
0743417682;0451132378;3
0743417682;0451169522;3
0743417682;0451169530;3
0316734837;0671001795;3
0743417682;0451184963;3
0743417682;0451186362;3
0316735027;0385721420;3
0743417682;0446364193;3
0316734837;0743418174;3
0425161242;0312924585;3
0316735027;1400034779;3
0316735027;0385510438;3
0316735027;0385504209;3
0679735666;0684874350;3
0671024094;0345361792;3
0679735666;080410526X;3
0316734837;0553572997;3
0671024094;0446612545;3
0679735666;0449212602;3
0316734837;0375727345;3
0316734837;0375703055;3
044023669X;0142000205;3
0316734837;0312265859;3
0671024094;0440206154;3
0679735666;0553572997;3
0316734837;0399148027;3
0316734837;044651652X;3
0517149257;0060256737;3
0425161242;0345337662;3
0385319037;0385335881;3
0671023616;0446601241;3
0316769495;0316284955;3
0316769495;0316769487;3
0316769495;0345350685;3
0316769495;0316769509;3
0316769495;0060930187;3
0385319037;0316776963;3
0385319037;0440213525;3
0515137111;0515120618;3
0515137111;051512317X;3
0515137111;0515124214;3
0385319037;0446672211;3
0679732764;0156628708;3
0553295772;0440226430;3
0553295772;0440234743;3
0553295772;0440236169;3
0679732764;014029628X;3
044023669X;0671888587;3
0679732764;0156027321;3
0743418190;0399148027;3
0743418190;0312278586;3
0425161242;0553279556;3
0743418190;0375502238;3
0743418190;0316666343;3
0743418190;0316776963;3
0517556278;044021145X;3
0553295772;042518286X;3
0743418190;0345441265;3
0517556278;0452264464;3
0553295772;0451180410;3
0553295772;0451181379;3
0345422317;1573229326;3
0679732411;0786868716;3
0553295772;0425151867;3
044023669X;0743437640;3
0553295772;0425144429;3
0679732764;0060916508;3
0679732764;0684833395;3
0345422317;0449212602;3
0345422317;0449221490;3
0345422317;0553210092;3
0345422317;0446612790;3
0440207770;0060987561;3
0345422317;0446610038;3
044023669X;0446605239;3
0345422317;0553213105;3
0345422317;0671001795;3
0517556278;0380002930;3
0517556278;0380018179;3
0316693286;0446606189;3
0517556278;0345313860;3
0517556278;0345350499;3
0316693286;0446604801;3
0345422406;034538475X;3
0316693286;0446601241;3
0345422406;0345350499;3
0345422406;0345404319;3
0553295772;0671673688;3
0515119784;0894803204;3
0345422406;0060976845;3
0345422406;0140067477;3
0345422406;043935806X;3
0515119784;0446610038;3
0517556278;067976402X;3
0517556278;0679781587;3
0517149257;0440487617;3
0345418018;0440236673;3
0345418018;044023722X;3
0316693324;055356160X;3
0440207770;0515126772;3
0440207770;0452282829;3
0440207770;0452282195;3
0517149257;0440204887;3
0345418018;0440215625;3
0316693324;0446611212;3
0440207770;044023722X;3
0316693324;0446606189;3
0671024094;0743437802;3
044023669X;0316666343;3
0517149257;0375504397;3
0671024094;0671026011;3
0517149257;0345378490;3
0517149257;0375727345;3
0679735666;0060958022;3
0345418018;0375726403;3
0679735666;006092988X;3
0345418018;0385511612;3
0679735666;0062502182;3
0345418018;014028009X;3
0345418018;0312195516;3
0517149257;0380807343;3
0679735666;0316777722;3
0517149257;0380727501;3
0517149257;0679731148;3
044023669X;0440236819;3
0345418018;1573229326;3
0345418018;0749397357;3
044023669X;039914613X;3
0525947647;0553250426;3
0743455967;0142001740;3
0440183057;044021145X;3
0525947647;068484477X;3
0525947647;0684874350;3
0440183057;0380718340;3
0440183057;0380718332;3
0743455967;0316666343;3
0743455967;0316776963;3
067102535X;044651652X;3
067102535X;0440226104;3
0440183057;0312971346;3
0440183057;0312966970;3
0440183057;0451156609;3
0440183057;0449221512;3
067102535X;0440221471;3
0440183057;0446603716;3
067102535X;0440176484;3
038533558X;0061009059;3
038533558X;0062502182;3
0743457943;0060502258;3
0743457943;0060938455;3
0679454454;0805036504;3
0316602051;051512219X;3
0316602051;0515102636;3
0743457358;0345378490;3
0743457358;0375504397;3
0743457358;0440211727;3
0743457358;0451176464;3
0743457358;0451177096;3
0743457358;0451188462;3
0743455967;1558743669;3
067102535X;0373218192;3
0525947299;0553801376;3
0525947299;0452282152;3
0345435796;0439136369;3
0345435796;0380710218;3
0345435796;0440213525;3
0345435796;0446527785;3
0345435796;0440226430;3
067102535X;0380710218;3
0679457313;0156027321;3
0345435796;0440236673;3
0679457313;0312305060;3
0345435796;044023722X;3
0440237262;0451207521;3
0440237262;0515126489;3
0679457313;0440180295;3
0345435796;0312983298;3
0440237262;0446608890;3
0440237262;0446606189;3
0380730820;0345413873;3
0440237262;0446610038;3
0440237262;0446613266;3
0440237262;0449006530;3
0440237262;0671705091;3
0743454146;0671034022;3
0743454146;0609804138;3
0679457313;0425152251;3
0679454489;0439136369;3
0679454489;0452262143;3
0679454489;038550120X;3
067102535X;0385504209;3
067102535X;042518286X;3
0440183057;0671004549;3
0679454489;0345423402;3
0679454489;0375411992;3
0679454489;0345313860;3
0440237688;0439136350;3
0515093203;0515090174;3
0425147517;0451156609;3
0425147517;0451142934;3
0425147517;0451176464;3
038533558X;0446605409;3
0316316962;0679735909;3
038533558X;051511992X;3
0425147517;0440220602;3
038533558X;044022103X;3
0440241413;0671021001;3
0440241413;0446672211;3
0743457943;0842329129;3
0743457943;1573225789;3
0515093556;0312924585;3
0515093556;0373244487;3
0515093556;0345423402;3
0679454446;067976402X;3
0440242002;059035342X;3
0515093556;0375401598;3
0515093556;0373483694;3
0316316962;0316666343;3
0515093556;0345351525;3
0515093203;0553279912;3
0345440765;0316666343;3
0345440765;0375726403;3
0316316962;0380731851;3
0440241162;0385335482;3
0743457943;0385720106;3
0679454454;0553213105;3
0743457943;0375706771;3
0743457943;0316603570;3
0743457943;0316776963;3
0743457943;0140293248;3
0440241413;0385336179;3
0440241413;014028009X;3
0440241413;0439136350;3
0440241413;0385336810;3
0679454454;0446604658;3
0679454454;0446605239;3
0679454454;044661193X;3
0345433491;014029628X;3
0743437802;0671024094;3
0345433491;0316666343;3
0345433491;0316777722;3
0345433491;0312195516;3
0345427637;0316284955;3
0679721037;0316666343;3
0679721037;0312278586;3
0440202043;0446606812;3
0679721037;0140119906;3
0679720200;0618002227;3
0440201926;0786868716;3
0679720200;0786885688;3
0440202043;0312978383;3
0440202043;0312924801;3
0345427637;0842329218;3
0525945938;0385720106;3
0525945938;0553380095;3
0679721037;1558743669;3
0679721886;0060987529;3
0679721886;0060987103;3
0679721886;0060938455;3
0440204194;0316666343;3
0525945938;0385503822;3
0440204194;0312924801;3
0525945938;0385505833;3
0440202043;0515128554;3
0440204194;0380718340;3
0440202043;0515120618;3
0440202043;155874262X;3
0440202043;0451190572;3
0440202043;0451190556;3
0440202043;0451190548;3
0440202043;0515128546;3
0743437802;0671016652;3
0743437802;0671024108;3
0345425308;0425169863;3
034543479X;0142001740;3
034543479X;0312924585;3
034543479X;0345370775;3
0679720200;0380731851;3
0679720200;0380002930;3
0679720200;0375727345;3
0425162788;0440221471;3
0425162788;044021145X;3
0679720200;0312305060;3
0425162788;0451172817;3
0425162788;0440220602;3
0345434803;0060987561;3
0679459626;0671027360;3
0679459626;0684835959;3
0679459626;0670894605;3
0679459626;059035342X;3
0679459626;0743206045;3
0525946233;0842329129;3
0679720200;0142000663;3
0679720200;0140298479;3
034543479X;0446604666;3
0425162788;0671042858;3
0525945938;067976402X;3
0380752859;0441172695;3
0345425308;0553268880;3
0679723110;0345337662;3
0440204208;0553583441;3
0553580930;0440213525;3
0380752859;0451156609;3
0440204208;0446611212;3
0345425707;0060987103;3
0440204208;0449223604;3
0440204208;0446609404;3
0345425707;014028009X;3
0345425707;0140298479;3
0345425707;0142001740;3
0380752859;0316666343;3
0345425707;0060199652;3
0679723110;0060920084;3
0345425707;0142004235;3
0345425308;067976402X;3
0345425308;0671729411;3
0679723110;0380002930;3
0345425308;0316666343;3
0515111279;0515090174;3
0515111279;0515093203;3
0515111279;0515095826;3
0515111279;0515134384;3
0515111279;0515102652;3
0515111279;0446610038;3
0345425308;0064471063;3
052594527X;044651862X;3
0380752859;067102423X;3
052594527X;0439064864;3
0345425707;0312195516;3
0345425707;0156027321;3
0525945938;0060987103;3
0345425707;0609804138;3
0679721886;038542017X;3
0679721886;0316666343;3
0440204194;0446611867;3
0440204194;0440211263;3
0679721886;0316769487;3
0440204194;0440235596;3
0525945938;0316666343;3
0679721886;0375726403;3
0679721886;080410753X;3
0679721886;0671617028;3
052594527X;0743237188;3
052594527X;067976402X;3
052594527X;0670880728;3
0515111279;0425154092;3
0345434803;0345397819;3
0345435249;0312983867;3
0345435249;0345337662;3
0345435249;0312966970;3
0345435249;0312966091;3
0345435249;0312976275;3
0345435249;0345370775;3
0345435249;0345422317;3
055357695X;0553583441;3
0345435249;0060988649;3
0345435249;0060938455;3
0380730820;0440213525;3
0380730820;0425147622;3
0380730820;0425163407;3
0380730820;0425154092;3
0743454146;0380731851;3
0743454146;0385504209;3
0380730820;0553572326;3
051510566X;0439064872;3
051510566X;0515087122;3
051510566X;0515090506;3
051510566X;0515090174;3
051510566X;0515102652;3
0345435028;0786868716;3
0345435028;0804106304;3
0345435028;0446675059;3
0345435028;0553562738;3
0679459618;0142004235;3
0679459618;0142001740;3
0345434803;0553250426;3
0679459618;0316693235;3
0345434803;0451160525;3
0679459618;0316693200;3
0345435028;0345465083;3
1551668998;0553581554;3
0385334036;0671002481;3
0064405176;0385722435;3
0451157443;0345444884;3
0064405176;0385505833;3
1551668998;067101420X;3
0553576798;0451184963;3
0413537900;0670892963;3
1551668998;0553584049;3
1558745017;0553579754;3
1551668998;0553583980;3
044661064X;0446612790;3
1558745017;0670894605;3
0064405176;0394820371;3
1551668998;0553582658;3
1551669498;0312966970;3
0449002632;0440235596;3
1551669498;0312983271;3
1551669498;0312966091;3
1573222267;068484477X;3
0891073906;0590353403;3
1551669498;0316602051;3
0449002632;0440213525;3
0449002632;0440214041;3
1551669498;0316666343;3
0425101452;0425107469;3
1551669498;0312306326;3
006109868X;0671001795;3
0064405176;0380718340;3
0553578685;068484477X;3
1551669498;0312284683;3
0064405176;0380002930;3
0553578685;0684867621;3
0451157443;0375504397;3
1573222267;0679442790;3
0553582763;0971880107;3
0553571656;038550926X;3
0061097861;0894808249;3
0061031070;0425191583;3
0061031070;0425150984;3
0394800168;0439136350;3
0446613843;0451184963;3
044661064X;0446531332;3
1558745017;0842329129;3
0394800168;0439136369;3
0553576798;0446612545;3
0394800168;0440224624;3
1551668998;0425183971;3
0553579983;0446607657;3
044661064X;0440236053;3
039914563X;0440241073;3
0553571656;0385504209;3
0891073906;044021145X;3
0451157443;0312305060;3
0061097861;0860074382;3
044661064X;0446611212;3
039914563X;0425170349;3
039914563X;0425191184;3
039914563X;0439139597;3
1551668998;0515133973;3
039914563X;0425143325;3
0891073906;0451156609;3
044661064X;0446610038;3
0891073906;0440226430;3
0891073906;0446531332;3
0449002632;080411868X;3
044661064X;0446601241;3
0451157443;0316569321;3
1558745017;0786881852;3
0425101452;0385504209;3
006109868X;0060987103;3
0891073906;0446605239;3
1558745017;0743418174;3
0553571656;0385722206;3
1558745017;0345387651;3
0060256737;0836204387;3
0449213447;0140298479;3
0061000027;0060194448;3
0060256737;0842329129;3
0060090367;0345453387;3
0060090367;0345445848;3
0553573616;0671003755;3
006109868X;0061097314;3
0060256737;0804105820;3
0061030643;0553582747;3
0553578685;0553578022;3
0891073906;080410526X;3
1573222267;1400031354;3
0394223802;0060935464;3
0061030643;0553582526;3
0061030643;0553575538;3
0060936363;0446672211;3
0061030643;055356160X;3
0449002411;0743467523;3
0891073906;0842329129;3
1573222267;1573225789;3
0425101452;042513525X;3
0446613843;0684835983;3
0446613843;1551665301;3
0061030643;0553571656;3
0060936363;0156027321;3
0449002411;0451183665;3
0446613843;1558744150;3
0060090367;0385335881;3
0449002411;0553579754;3
0446613843;0786862564;3
0553580930;0385504209;3
0060090367;0375706771;3
0553578685;0446612790;3
1573225126;0316569321;3
0061000027;0064400557;3
0449002411;0553582135;3
1558744630;1558743669;3
1573225126;0316666343;3
0060256737;0743418174;3
1573225126;0316601950;3
0446613843;0842329218;3
0060090367;0385335830;3
0060256737;0684865742;3
0060090367;0375727345;3
1573222267;0743237188;3
0060090367;0316666343;3
0553579983;0671867091;3
044661064X;0515121495;3
0425101452;0425121259;3
1573222267;0743418174;3
0553578685;044661162X;3
039914563X;034530988X;3
0449002632;0064407675;3
0553573616;0684857820;3
0891073906;0671042858;3
0446613843;0671041789;3
0425101452;0425124347;3
0060936363;0452284449;3
0553582763;0743417682;3
0425092917;0446394521;3
0553569058;0449907481;3
0061030643;067101420X;3
0399148701;0385504209;3
0553579983;0553582127;3
0446613843;067102423X;3
0553579983;0553581554;3
0064405842;0064405176;3
0553579983;0345391055;3
044661064X;0345444884;3
1573222267;0425162443;3
0553569058;0380789035;3
0064405842;0140386645;3
0064405842;0312195516;3
0064405842;014029628X;3
0553579983;034538475X;3
0061097861;0449005615;3
0061097861;0446532231;3
0061097861;0446672211;3
0425101452;0345337662;3
1551668912;044023722X;3
0061097861;0440998050;3
0553582801;0375705856;3
044900371X;0804114609;3
0385729340;0316769487;3
1573222267;0425184943;3
0399145672;0064407667;3
1551668912;044021145X;3
0061097861;044651652X;3
0064405842;0440180295;3
039914675X;0553280341;3
0887307876;1592400876;3
0064405842;038572179X;3
0446613843;0385504209;3
0064405842;0394820371;3
0060988649;1573229326;3
0553580930;051512219X;3
0887307876;0971880107;3
0385729340;0385324057;3
0553569058;0375703764;3
0060988649;1573221937;3
0399145672;0316666343;3
0887307876;1400031354;3
0399145672;0316284955;3
039914675X;0553284789;3
0553569058;0375727345;3
2070360024;0679723161;3
0425092917;0804106304;3
0553579983;0345313860;3
0425092917;0804111359;3
0385729340;0345453387;3
0446611921;0312195516;3
044900371X;0385474016;3
0553569155;0671743058;3
0385720467;0312263120;3
0385720467;0312291639;3
044900371X;0385314698;3
0553580930;044023722X;3
0425092917;067088300X;3
0385720467;0316601950;3
0553580930;0440234743;3
0425101452;0345384466;3
0553579983;0440214041;3
0553582801;0060928336;3
044900371X;0316284955;3
0553580930;0440224675;3
0385720467;0142000205;3
0061031070;0515132020;3
0553573861;0312274920;3
0061031070;0515132187;3
0061031070;0515135062;3
0413537900;0375700757;3
044661064X;0385335482;3
0061031070;0515136379;3
0061031070;051513628X;3
0553580930;0446610038;3
0425101452;0345353145;3
0413537900;0375726403;3
1551668912;0446605239;3
1551668912;0446606812;3
0553569058;0385504209;3
0425092917;067976402X;3
0425101452;034536676X;3
0385729340;0064472795;3
0385720467;0316666343;3
039914563X;0553572997;3
0553569155;0671864173;3
1551668912;0671041789;3
0385729340;0140293248;3
0060935464;0070212570;3
0060096195;034541389X;3
0061000027;080410753X;3
0060096195;0375760911;3
0449213943;0385504209;3
0448095017;0446679364;3
0449213943;0380002930;3
0060256672;1558743669;3
0060256672;1558744150;3
0060256672;1558744630;3
0060935464;0156027321;3
0060935464;0140293248;3
0060935464;014029628X;3
0061030643;0345313860;3
0060256672;0743418174;3
0060935464;0060987103;3
0060935464;0060958022;3
0399141146;0451190548;3
0553573616;0312278586;3
0399141146;0451190521;3
0060935464;0060928336;3
0060256672;0786868716;3
006109921X;0525946829;3
0061030643;0345378490;3
0061030643;0380730847;3
0060256737;0312278586;3
0448095017;0553213172;3
0449213943;0345342968;3
0446608262;0316666343;3
0060256737;0140257934;3
1558744606;0671016652;3
0399141146;0375706771;3
0449213943;0316769487;3
0449213943;0345313860;3
0446608262;0312924585;3
0399141146;0439139597;3
0425092917;0316601950;3
0394223802;0440226104;3
0061030643;0380002930;3
0399141146;0385720106;3
0399141146;0399146431;3
0449213943;0385511612;3
0060926317;0060958022;3
0064401847;059035342X;3
0060256672;0553284789;3
0060926317;0060929790;3
0064401847;0553572997;3
0060926317;0060987103;3
0064401847;0452282152;3
0064401847;0671525743;3
0394223802;0452264464;3
0060256672;0553280341;3
0064401847;0671001795;3
0449213943;0446343455;3
0061000043;0345361792;3
0449213943;0446310786;3
0061000043;0345370775;3
0448095017;038079487X;3
0061099325;0140143505;3
0448095017;0385335482;3
1573225517;0393319296;3
0425092917;0312195516;3
0061000043;006016848X;3
0448095017;0440940001;3
0449213447;0679745203;3
0061000043;0060194448;3
0425080021;0345361792;3
006109921X;0671001795;3
0061000043;0140143505;3
0449213943;0425178765;3
0060934913;0312195516;3
0553569155;0553284789;3
0060934913;043935806X;3
006109921X;0671004530;3
006109921X;0671003755;3
0448095017;0439139600;3
0448095017;0439139597;3
0061000043;0064471063;3
0061000043;0061097853;3
0425092917;0142001740;3
0891075275;0842329218;3
0446667900;0425163385;3
0553569058;0671003755;3
0553582763;0671004530;3
006109921X;0312976275;3
0891075275;0842329129;3
1558744630;0439136350;3
1573225517;0380778556;3
006109921X;0312195516;3
1573225517;0375756981;3
044661095X;0316666343;3
006109921X;0312966970;3
0553578685;0380710218;3
1558744630;044021145X;3
006109921X;0312966091;3
0394223802;0375706410;3
0425092917;0385504209;3
1558506462;0679781587;3
0425092917;0385484518;3
0394223802;0380002930;3
0394223802;0375705171;3
006109921X;0316780375;3
0553573616;0446310786;3
0891075275;0679781587;3
0394223802;0312243022;3
1573225126;0671021001;3
0061000027;0345378490;3
0061000027;0345370775;3
0553582763;0671793489;3
0449213447;0385484518;3
0449213447;0449212602;3
0553573616;0451526341;3
0449213447;0452282152;3
0553569155;0671011375;3
0399141065;0553295977;3
0449213447;0671727796;3
006109921X;0385504209;3
1558744606;0786868716;3
0061000027;0451169530;3
1558744606;0743237188;3
0553569155;059035342X;3
1558744606;0842329129;3
0061000027;0440213525;3
0553573616;0399501487;3
0553573616;0385484518;3
1558744606;1558745718;3
0061000027;0440498058;3
0553569155;0670805149;3
0886777844;0312976275;3
1400032717;0316666343;3
0446604658;0061031550;3
0886777844;0312983867;3
1400032717;0316769487;3
0886777844;0312971346;3
1931561648;0345444884;3
0449203794;0743211383;3
1400032717;0316601950;3
1400032717;0312195516;3
0886777844;0345350499;3
0553576089;0380718340;3
006098824X;0140293248;3
0451149513;0345409671;3
0886777844;0345333926;3
044661193X;0345361792;3
0399151648;0312195516;3
006098824X;0060173289;3
0553576089;0380718332;3
044661193X;0345417623;3
0061031550;0425107469;3
0451149513;0375504397;3
0886777631;0812511816;3
1931561648;0375727132;3
044661193X;0380973650;3
1551667010;0515135739;3
044661193X;0385504209;3
0449203794;0671793489;3
